CaseID$,RESP,TIMEZONE,CATTMPT,KEY,FIPSCODE,MSA,CENDIV,REP,PHONETYP,USRCD,CREGION,DENSITY,FORM,SEX,APPBUSH,COUNTRY,BANKREC,REPNEWS,NEWSORG,HARMMAN,CONMOVE,ENVMOVE,SUPREME,REPPARTY,DEMPARTY,UNITED,GAYMAR,GAYLEG,GAYCONST,MARPUSH,ADOPT,BORNHOM,CHANGE,STANAT,MORNPILL,OUTSCRIP,IRAQFOR,ENVILAWS,ENVIVIEW,WARMDEC,WARMER,WARMPROB,WARMACT,WARMHUM,ISPALCON,INFLUCON,POLMAT,BUSHFAIT,RELAM,RELGOBA,RELEAD,LEADGOBA,DEM_REL,REP_REL,CONPUSH,LIBREL,RELCON,REFPILL,CHRISNAT,CHRISTUS,BIBLAW,ABGEN,ABPOSIT,ABMORAL,ABCOMPRO,ABSTANAT,FEDSTEM,STEMCURE,STEMSTAT,GODLAND,ISJESUS,BELGOD,GODEARTH,POWLIFE,EVOFORM,NATSUP,EVOSCI,TEACHPUB,EVOSTAT,RELIGION,RELIGVER,RELDEM,RELDEM_V,BORN,PENTECOS,CHARISMA,LIB_PROG,RIGHTMOV,LEFTMOVE,ATTEND,REL_IMP,SOABORT,SOIRAQ,SOLAHEX,SOHUNPOV,SOSTEM,SOEVOIN,SOLAIM,SOENVIR,SODEATH,FEELBIB,CHRISTON,PRAYTON,PRAYTON2,SECCOM,RETLIFE,TIMEBIB,RETEARTH,AFRETURN,AGE,EDUC,HISPANIC,POPRACE,RACE,MARITAL,PARENT,INCOME,REGIST,REGICERT,PARTY,PARTYLEA,POLVIEW,VOTE04,BUKESE,OWNRENT,EMPLOY,VETERAN,LABOR,ANCESTRY,ANCESTR2,COUNTRB,COUNTRB2,COUNTFA,COUNTFA2,COUNTMO,COUNTMO2,ZIPCODE,CONTACT,LANGUAGE,ENDDATE,DAY,COMMIT,WEIGHT,GAYMAR_C,MARPUSHC,ABORT,I-AGE,I-ATTEND,I-EDUC,I-GENDER,I-INCOME,I-MARITAL
1121,646,1,2,110451,51650,47260,5,141,1,1,3,5,1,2,2,2,3,2,,,,,,,,,9,2,,,2,1,2,9,3,9,2,2,6,,,,,,4,3,2,2,2,2,,,2,2,,,3,2,9,,1,3,2,3,1,9,2,1,1,9,9,1,1,,1,1,,1,1,1,,1,,1,2,1,1,,2,5,1,,,,,,,,,,9,,,,1,3,1,3,2,45,5,2,2,2,1,2,10,1,1,2,,3,1,9,1,1,7,4,,,,,,,,,23669,2,1,60708,7,6,1.157,5,5,2,4,5,4,2,,1
1122,647,2,2,109855,29213,0,4,133,1,3,2,1,2,2,2,2,2,,2,9,5,3,3,4,2,8,4,4,1,,,,,,2,1,2,1,3,1,2,2,1,9,,,1,1,,,2,2,2,2,1,1,2,2,,2,2,,,,,,,,,,,,,,2,,9,,,1,,6,,1,1,1,1,2,,2,1,2,2,2,1,2,2,2,2,2,1,2,2,,1,2,1,3,9,70,2,2,2,1,1,2,5,1,1,2,,5,1,2,2,3,2,4,,,,,,,,,65740,1,1,60708,7,3,1.243,2,4,,5,2,1,2,4,1
1123,651,2,2,110309,55049,31540,3,139,3,2,2,1,1,1,1,1,1,2,,,,,,,,,3,2,1,,3,2,1,2,2,3,1,1,1,,,,,,1,3,2,2,1,1,,,3,1,,,1,1,1,,1,3,2,1,2,2,1,9,1,9,9,,,,2,,,2,2,1,,3,,1,2,2,2,,2,2,1,1,2,1,1,2,2,2,2,1,1,,,,1,3,2,3,2,62,6,2,2,1,1,2,8,1,1,1,,1,1,9,1,1,1,4,,,,,,,,,53533,1,1,60708,7,3,0.497,2,4,2,4,2,6,1,9,1
1124,653,1,2,100813,37081,24660,5,12,1,1,3,3,1,2,2,2,1,3,,,,,,,,,2,2,,1,2,1,2,2,1,2,2,2,3,,,,,,4,3,1,1,1,9,,,1,3,,,2,2,1,,1,1,1,3,1,2,1,2,1,2,2,1,1,,2,,,1,1,1,,2,,2,2,2,9,,2,9,1,,,,,,,,,,1,,,,1,2,2,1,2,72,3,2,2,1,2,2,1,1,1,2,,4,1,3,1,3,7,4,,,,,,,,,27262,2,1,60708,7,4.5,0.797,1,2,1,5,,3,2,2,2
1125,663,1,2,108178,18003,23060,3,111,1,2,2,3,1,2,2,2,2,9,,,,,,,,,3,3,2,,3,9,9,9,3,9,2,9,,,,,,,9,,1,3,9,,,,2,2,,,3,2,1,,1,3,1,2,1,2,1,9,1,9,9,1,1,,9,,,1,1,1,,3,,1,2,1,1,,2,2,1,1,2,9,1,2,1,2,9,1,1,,,,9,,,,,89,3,2,2,1,4,2,3,1,1,2,,3,1,2,1,3,9,4,,,,,,,,,46804,2,1,60708,7,3,0.792,3,4,2,5,2,3,2,3,4
1126,666,2,3,101351,5119,30780,7,19,1,2,3,3,1,2,2,2,2,2,,,,,,,,,4,4,1,,4,3,1,1,3,3,2,2,1,,,,,,4,1,1,1,2,2,,,1,2,,,3,2,2,,2,3,9,1,1,2,2,9,1,2,9,,,,2,,,1,2,1,,1,,1,2,2,9,,2,2,1,2,1,1,1,2,1,2,2,1,4,,,,1,3,2,1,2,36,5,2,2,2,2,1,3,1,1,2,,2,1,2,1,1,1,4,,,,,,,,,72203,2,1,60708,7,3,1.749,2,4,2,3,2,4,2,3,2
1127,667,1,3,104395,45053,0,5,60,1,3,3,1,2,2,2,2,3,,1,3,1,2,2,3,4,1,9,2,,,,,,,3,3,2,1,3,1,2,1,2,2,,,1,2,,,2,2,1,1,2,1,3,2,,2,1,,,,,,,,,,,1,1,,2,,1,,,1, <7:Other religion - Christian (SPECIFY)>:christian,1,,1,9,9,1,2,,2,1,2,1,2,1,2,2,2,2,2,1,3,,,1,2,1,1,2,52,3,2,2,1,2,2,2,2,,4,9,3,2,,1,1,7,4,,,,,,,,,29938,1,1,60708,7,3,1.36,5,5,,4,2,3,2,2,2
1128,668,1,2,101632,12101,45300,5,23,0,2,3,3,1,2,2,2,2,2,,,,,,,,,3,2,1,,2,1,2,2,3,3,2,2,4,,,,,,1,6,2,2,2,2,,,1,3,,,3,2,1,,2,3,2,2,1,1,3,2,1,2,2,,,,1,1,,1,2,1,,1,,1,2,1,1,,2,3,2,2,1,2,1,2,2,2,1,2,2,,,,1,2,1,2,2,37,3,2,2,1,1,1,4,1,1,2,,4,1,2,1,3,7,4,,,,,,,,,34610,1,1,60708,7,6,1.535,2,4,2,3,3,3,2,4,1
1129,669,1,2,101984,18081,26900,3,28,3,2,2,3,1,2,1,1,3,2,,,,,,,,,3,3,2,,4,1,2,2,3,3,1,1,1,,,,,,1,5,2,3,2,2,,,3,1,,,2,1,1,,1,3,2,1,2,9,2,2,1,1,1,1,1,,9,,,1,2,1,,10, <10:Something else (SPECIFY)>:the christian church,1,2,2,2,,2,2,1,1,2,1,1,2,1,2,2,2,1,,,,1,1,2,3,2,38,6,2,2,1,1,1,7,1,1,1,,2,1,1,1,1,2,4,,,,,,,,,46217,2,1,60708,7,3,0.694,3,4,2,3,2,6,2,7,1
1130,675,2,3,102912,29189,41180,4,40,1,2,2,5,1,1,2,2,2,1,,,,,,,,,4,9,2,,9,3,1,2,2,2,2,1,5,,,,,,1,4,1,3,2,2,,,2,3,,,3,1,1,,2,1,2,3,1,2,3,1,2,1,2,2,,1,1,2,,1,2,1,,4,,2,9,2,2,,2,3,3,2,2,2,2,9,2,2,2,2,2,,,,1,2,1,1,2,73,6,2,2,1,1,2,7,1,1,2,,3,1,2,1,3,1,1,,,,,,,,,63114,1,1,60708,7,8,0.535,3,4,1,5,3,6,1,7,1
1131,677,2,3,103421,1097,33660,6,47,3,1,3,3,2,2,2,2,2,,1,1,5,3,2,3,3,2,4,3,2,,,,,,3,3,2,2,3,1,1,1,1,1,,,2,3,,,2,2,9,9,2,1,3,2,,1,9,,,,,,,,,,,1,1,,2,,1,,,1,,1,,1,2,2,2,2,,3,1,1,1,1,1,2,2,2,2,2,1,2,2,,1,3,2,1,1,58,3,2,2,1,2,2,4,1,1,3,2,2,1,3,1,3,7,4,,,,,,,,,36609,2,1,60708,7,4,0.847,3,4,,4,3,3,2,4,2
1132,680,1,3,106026,45063,17900,5,82,1,2,3,3,2,1,2,9,2,,1,1,2,1,1,3,2,2,3,3,2,,,,,,2,1,2,2,4,1,1,1,1,1,,,2,3,,,1,1,2,1,1,2,2,2,,1,2,,,,,,,,,,,2,,1,1,1,1,,,1,,2,,2,2,2,1,2,,4,2,,,,,,,,,,2,,,,2,,,,,73,3,2,2,1,1,2,2,1,1,3,9,3,1,3,1,3,7,4,,,,,,,,,29036,2,1,60708,7,7,1.090962963,3,4,,5,4,3,1,2,1
1133,681,1,3,106076,24031,47900,5,83,1,2,3,4,2,1,2,2,2,,1,1,2,2,2,3,1,2,9,2,,,,,,,1,2,2,1,3,2,,2,1,1,,,2,3,,,1,1,2,2,2,2,3,2,,1,2,,,,,,,,,,,1,1,,2,,9,,,1,,6,,1,2,2,2,2,,3,2,1,1,2,1,2,1,2,2,2,1,,,,1,2,2,1,1,26,3,2,2,1,1,2,5,1,1,2,,2,1,2,2,1,4,4,,,,,,,,,20904,1,1,60708,7,6,1.891,5,5,,2,3,3,1,4,1
1134,683,2,3,104101,1097,33660,6,56,1,1,3,3,1,2,2,2,3,1,,,,,,,,,4,4,1,,4,2,1,1,1,4,1,1,3,,,,,,1,3,1,1,2,2,,,1,2,,,3,2,2,,1,2,2,2,1,1,1,1,1,1,2,,,,2,,,2,2,1,,10, <10:Something else (SPECIFY)>:Church of God and Chirst,1,1,1,1,,2,2,1,1,1,1,1,2,1,2,1,2,1,,,,1,1,1,1,2,30,7,2,2,2,2,1,4,1,1,2,,2,1,2,2,1,7,4,,,,,,,,,36693,2,1,60708,7,3,1.217,2,4,1,2,2,7,2,4,2
1135,684,2,3,104183,27123,33460,4,57,3,2,2,5,1,1,1,2,3,2,,,,,,,,,4,3,1,,4,3,9,1,3,2,1,2,3,,,,,,1,3,1,3,2,2,,,2,2,,,3,2,1,,1,4,1,1,2,1,2,2,1,1,1,1,1,,2,,,1,1,1,,10, <10:Something else (SPECIFY)>:born again,1,2,2,2,,2,3,1,1,1,1,1,1,1,2,1,2,1,,,,1,2,2,1,2,49,3,2,2,1,2,2,5,1,1,2,,3,1,1,1,1,7,4,,,,,,,,,55109,1,1,60708,7,4,1.93,2,4,2,4,3,3,1,4,2
1136,688,1,4,104536,39113,19380,3,62,3,2,2,4,1,2,2,2,2,2,,,,,,,,,4,4,2,,2,2,1,1,1,2,2,3,,,,,,,2,6,9,1,3,4,,,1,9,,,3,2,9,,2,1,2,3,1,1,2,9,2,9,2,1,1,,9,,,1,1,1,,2,,1,2,9,1,,2,1,1,2,2,2,1,2,2,1,1,2,2,,,,2,,,,,32,5,2,2,1,3,1,4,1,1,3,2,9,2,,1,2,7,4,,,,,,,,,45424,1,1,60708,7,2,2.283962963,3,4,1,2,1,4,2,4,2
1137,691,2,3,105679,20173,48620,4,77,1,1,2,3,2,2,2,2,2,,1,3,4,3,2,3,3,3,4,4,1,,,,,,3,9,2,2,5,1,2,4,,2,,,2,3,,,2,2,2,2,1,1,3,2,,1,2,,,,,,,,,,,1,1,,2,,2,,,1,,1,,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,2,56,5,2,2,2,2,2,4,1,1,2,,3,1,2,2,1,7,4,,,,,,,,,67214,1,1,60708,7,2,0.697,2,4,,4,1,4,2,4,2
1138,694,2,3,104027,48293,0,7,55,0,3,3,1,2,2,1,1,1,,1,1,1,3,1,1,3,4,4,4,1,,,,,,2,2,1,2,1,2,,4,,2,,,2,3,,,1,1,3,1,2,1,2,1,,2,1,,,,,,,,,,,,,,2,,2,,,1,,1,,1,1,1,9,1,,1,1,1,2,2,2,2,2,2,2,2,1,2,2,,1,3,2,1,9,71,5,2,2,1,4,2,10,1,1,1,,2,1,1,1,3,7,4,,,,,,,,,76667,2,1,60708,7,2,0.492,2,4,,5,1,4,2,,4
1139,695,1,3,107269,12009,37340,5,99,1,2,3,3,1,2,2,2,2,1,,,,,,,,,4,2,1,,4,9,9,1,2,4,2,1,6,,,,,,1,4,2,1,1,1,,,3,3,,,2,2,2,,1,3,2,2,2,1,1,1,2,1,1,,,,2,,,2,2,1,,6,,1,2,2,2,,2,1,1,1,2,1,1,2,2,2,1,2,1,,,,1,2,1,1,2,50,3,2,2,4,1,2,6,1,1,3,9,3,1,1,1,1,2,4,,,,,,,,,32927,1,1,60708,7,2,0.777,2,4,2,4,1,3,2,6,1
1140,696,1,3,107418,12009,37340,5,101,3,2,3,3,1,2,1,2,2,2,,,,,,,,,9,2,,,2,1,2,2,3,9,1,2,5,,,,,,4,5,1,3,2,2,,,9,1,,,3,2,1,,2,1,2,3,2,9,1,2,9,1,2,1,1,,1,2,,2,2,1,,1,,2,2,2,1,,2,4,1,,,,,,,,,,2,,,,1,2,2,3,1,67,3,2,2,1,2,2,4,1,1,1,,2,1,1,1,1,7,4,,,,,,,,,32926,1,1,60708,7,5,0.797,5,5,1,5,4,3,2,4,2
1141,697,1,3,107440,50011,15540,1,101,0,2,1,1,2,1,2,2,3,,1,2,3,3,3,3,2,3,4,2,2,,,,,,2,4,2,2,3,1,1,1,1,1,,,2,2,,,2,2,2,2,1,1,3,2,,2,1,,,,,,,,,,,1,1,,2,,2,,,1,,11,,1,2,2,2,2,,5,2,,,,,,,,,,1,,,,1,1,1,3,2,29,2,2,2,4,1,1,2,2,,3,9,4,2,,2,1,7,4,,,,,,,,,5450,2,1,60708,7,8,1.116,3,4,,2,5,1,1,2,1
1142,698,1,7,107590,13083,16860,5,103,1,2,3,1,2,1,1,1,3,,1,1,5,3,2,1,4,4,1,1,,2,,,,,3,1,1,2,3,1,1,1,1,1,,,1,9,,,1,2,2,1,1,2,3,2,,1,2,,,,,,,,,,,,,,1,1,1,,,1,,8,,2,2,2,2,2,,5,3,,,,,,,,,,2,,,,2,,,,,55,3,2,2,1,1,2,6,1,1,1,,2,1,1,1,1,2,4,,,,,,,,,35702,1,1,60717,2,10,0.797,1,1,,4,5,3,1,6,1
1143,700,2,3,106777,29189,41180,4,92,0,2,2,5,1,2,2,2,3,2,,,,,,,,,2,2,,2,9,1,2,2,2,4,1,2,3,,,,,,1,3,2,9,2,2,,,9,9,,,2,2,1,,2,2,2,2,1,1,2,1,1,1,1,,,,2,,,2,1,1,,2,,1,2,9,1,,2,2,1,2,1,2,1,2,2,2,1,2,1,,,,1,2,2,3,2,67,6,2,2,2,4,2,6,1,1,3,2,4,1,2,1,2,7,4,,,,,,,,,63033,1,1,60708,7,3,0.603,1,1,1,5,2,6,2,6,4
1144,701,1,3,108044,42005,38300,2,109,3,2,1,2,2,1,2,2,2,,9,1,8,3,2,2,3,4,4,4,2,,,,,,3,9,1,2,1,1,2,2,2,2,,,1,3,,,2,2,3,1,2,1,3,2,,1,1,,,,,,,,,,,,,,9,,2,,,1,,4,,1,2,2,1,2,,2,1,1,1,1,1,1,1,2,1,1,1,1,2,,1,2,1,3,2,54,3,2,2,1,1,2,5,1,1,1,,2,1,1,1,2,7,1,,,,,,,,,16229,1,1,60708,7,3,1.163,3,4,,4,2,3,1,4,1
1145,703,1,3,108775,12095,36740,5,119,3,2,3,4,1,1,1,2,1,2,,,,,,,,,4,2,2,,2,1,1,2,2,3,1,1,5,,,,,,1,4,2,3,2,2,,,2,1,,,2,2,1,,1,2,2,2,1,2,2,1,1,1,2,1,1,,2,,,1,1,1,,6,,2,2,2,2,,2,2,1,1,1,1,1,2,1,2,2,2,1,,,,1,2,2,3,2,37,6,1,1,1,1,1,7,1,1,3,1,3,1,1,1,1,7,4,,,,,,,,,32828,1,1,60708,7,3,1.688,3,4,1,3,2,6,1,7,1
1146,705,2,3,109108,48201,26420,7,123,1,2,3,4,2,2,9,2,3,,1,2,2,5,3,4,4,2,2,2,,1,,,,,1,4,2,1,1,1,1,1,1,1,,,9,3,,,2,2,2,1,2,1,3,2,,1,2,,,,,,,,,,,,,,1,9,1,,,1,,1,,2,2,2,2,2,,4,2,,,,,,,,,,2,,,,9,,,,,26,4,2,2,1,2,1,3,1,1,3,9,9,2,,1,1,7,4,,,,,,,,,77396,9,1,60708,7,7,1.675,1,2,,2,4,4,2,3,2
1147,706,2,3,109259,28105,0,6,125,1,3,3,2,1,2,1,2,1,2,,,,,,,,,4,3,1,,3,1,2,1,1,3,1,2,2,,,,,,9,,2,2,2,2,,,3,1,,,3,2,1,,1,3,1,2,1,2,1,1,1,1,9,1,1,,2,,,1,2,1,,2,,1,2,2,2,,2,2,1,2,2,2,1,2,2,2,2,2,2,,,,1,3,2,3,2,42,6,2,2,1,1,1,7,1,1,1,,2,1,1,1,1,7,4,,,,,,,,,39759,2,1,60708,7,3,0.717,2,4,2,3,2,6,2,7,1
1148,708,1,3,109381,42043,25420,2,127,1,2,1,3,2,2,1,2,2,,2,1,2,8,8,2,3,8,3,2,9,,,,,,2,3,1,9,,2,,3,2,2,,,2,3,,,2,2,2,1,9,1,2,2,,1,2,,,,,,,,,,,1,1,,9,,2,,,1,,2,,9,2,2,2,9,,2,1,2,2,2,1,2,2,2,2,2,2,1,2,,1,2,2,3,2,64,3,2,2,1,1,2,7,1,1,1,,2,1,1,1,1,2,4,,,,,,,,,17112,1,1,60708,7,3,0.863,4,4,,4,2,3,2,7,1
1149,709,1,3,109756,39131,0,3,132,3,3,2,1,1,2,1,2,2,2,,,,,,,,,4,3,2,,4,9,2,2,3,2,1,1,2,,,,,,1,3,2,9,2,2,,,2,1,,,2,2,1,,1,1,1,1,1,2,1,1,2,1,1,,,,1,2,,1,2,1, <7:Other religion - Christian (SPECIFY)>:,2,,1,2,2,2,,2,2,1,2,1,2,1,1,2,2,1,2,1,,,,1,2,1,1,2,35,6,2,2,1,1,1,5,1,1,1,,2,1,1,1,1,2,4,,,,,,,,,45661,2,1,60708,7,3,0.623,3,4,1,3,2,6,2,4,1
1150,711,1,3,110046,51083,0,5,136,1,3,3,1,2,2,2,2,2,,1,2,4,4,3,2,4,3,4,4,1,,,,,,3,3,1,1,6,1,2,2,2,2,,,2,3,,,2,2,3,1,2,1,3,1,,2,1,,,,,,,,,,,,,,2,,2,,,1,,2,,1,2,2,2,1,,5,1,,,,,,,,,,1,1,2,,1,1,1,1,1,55,3,2,2,1,1,2,4,1,1,1,,2,1,1,1,2,2,4,,,,,,,,,24592,1,1,60708,7,6,0.692,2,4,,4,5,3,2,4,1
1151,712,1,2,105813,37023,25860,5,79,1,2,3,2,2,2,2,2,2,,1,1,5,2,2,4,2,2,3,4,2,,,,,,3,4,2,1,5,1,2,2,2,1,,,2,2,,,2,1,2,2,2,1,2,2,,1,1,,,,,,,,,,,,,,2,,2,,,1,,2,,1,2,2,1,1,,2,1,2,1,2,1,2,2,1,1,2,1,1,2,,1,1,1,3,1,67,6,2,2,1,1,2,4,1,1,9,2,2,1,9,1,3,7,4,,,,,,,,,28655,2,1,60708,7,3,0.492,3,4,,5,2,6,2,4,1
1152,713,1,4,100685,34027,35620,2,10,3,2,1,4,1,1,1,1,1,2,,,,,,,,,3,2,1,,3,1,2,1,1,2,1,1,1,,,,,,4,5,2,3,2,2,,,3,1,,,1,2,1,,2,2,1,2,2,1,1,1,1,2,2,1,2,,1,1,,1,2,1,,4,,2,2,2,2,,2,4,2,,,,,,,,,,3,,,,1,2,2,1,2,68,6,2,2,1,1,2,9,1,1,1,,2,1,1,1,1,1,4,,,,,,,,,7405,1,1,60708,7,7,0.535,2,4,1,5,4,6,1,9,1
1153,717,1,4,100822,51059,47900,5,12,1,2,3,5,2,2,1,1,1,,2,3,4,4,4,2,3,4,4,2,2,,,,,,1,2,1,1,3,2,,4,,2,,,1,2,,,2,2,2,1,2,1,1,2,,1,1,,,,,,,,,,,,,,2,,2,,,1,,3,,1,2,2,2,2,,1,1,2,1,2,1,2,2,2,1,2,2,1,2,,1,2,2,3,2,81,5,2,2,1,4,2,6,1,1,1,,2,1,1,1,3,7,4,,,,,,,,,22030,1,1,60708,7,2,0.562,3,4,,5,1,4,2,6,4
1154,720,4,3,109275,41051,38900,9,125,0,1,4,4,1,2,2,2,2,3,,,,,,,,,2,2,,1,2,1,1,2,1,2,2,2,1,,,,,,3,5,2,9,2,2,,,2,1,,,3,2,1,,2,1,2,3,2,2,1,1,2,9,2,,,,1,2,,1,2,1,,8,,2,9,9,1,,2,5,1,,,,,,,,,,2,,,,1,3,9,9,9,51,6,2,2,1,1,2,5,1,1,3,9,2,1,9,1,1,9,4,,,,,,,,,97202,2,1,60708,7,6,0.533,1,2,1,4,5,6,2,4,1
1155,721,2,2,105839,48085,19100,7,79,1,1,3,3,1,1,1,2,2,2,,,,,,,,,4,3,1,,9,9,2,2,2,3,1,2,3,,,,,,1,5,1,3,1,1,,,2,1,,,1,2,1,,2,1,1,2,1,2,1,1,1,2,2,,,,2,,,1,2,1,,2,,2,2,2,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,,,,1,2,2,3,2,72,6,2,2,1,1,2,6,1,1,1,,2,1,1,1,3,1,4,,,,,,,,,75070,2,1,60708,7,3,0.497,2,4,1,5,2,6,1,6,1
1156,722,1,2,106600,26009,0,3,90,1,3,2,1,1,2,2,2,1,1,,,,,,,,,1,1,,2,1,1,2,2,3,4,2,2,3,,,,,,3,3,1,1,9,,,,2,2,,,3,2,2,,9,1,2,2,1,1,1,1,1,2,9,,,,9,,,2,2,1,,11,,2,2,2,2,,2,4,1,,,,,,,,,,2,,,,2,,,,,65,5,2,2,1,1,2,4,1,1,3,2,5,1,2,1,3,7,4,,,,,,,,,49629,1,1,60708,7,5,0.497,1,1,1,5,4,4,2,4,1
1157,724,3,1,110639,35039,0,8,143,3,3,4,1,1,2,2,2,2,2,,,,,,,,,4,4,1,,4,2,1,1,1,3,1,2,3,,,,,,2,3,2,3,1,1,,,1,2,,,3,2,1,,2,3,2,2,2,1,2,2,1,1,1,,,,2,,,1,2,1,,5,,1,2,2,2,,2,3,1,1,1,1,1,2,1,1,1,1,1,,,,1,3,1,2,1,53,3,1,1,1,1,1,3,1,1,2,,3,1,1,1,2,7,4,,,,,,,,,87566,1,1,60708,7,4,0.839,2,4,2,4,3,3,2,3,1
1158,733,1,4,102956,26163,19820,3,41,3,1,2,5,1,1,1,1,1,1,,,,,,,,,3,3,2,,4,1,2,1,1,2,2,2,3,,,,,,1,3,1,3,2,2,,,1,1,,,3,1,1,,2,4,2,1,1,1,2,1,1,1,1,1,1,,2,,,1,1,1,,1,,2,2,9,1,,2,5,1,,,,,,,,,,2,,,,1,2,2,1,2,59,2,2,2,2,1,2,10,2,,2,,3,2,,1,3,7,4,,,,,,,,,48228,1,1,60708,7,6,3.478,3,4,2,4,5,1,1,,1
1159,734,2,3,103366,48467,0,7,46,3,3,3,1,1,1,2,1,3,2,,,,,,,,,4,4,2,,4,3,2,1,3,9,1,1,2,,,,,,1,4,2,2,2,2,,,3,1,,,3,2,1,,1,3,1,1,2,1,3,2,1,1,1,,,,2,,,1,1,1,,1,,1,2,9,2,,2,1,1,1,1,1,1,2,1,1,2,1,1,,,,1,3,1,2,2,18,2,2,2,4,5,2,9,2,,1,,1,2,,1,2,7,4,,,,,,,,,75790,2,1,60708,7,2,2.323,3,4,2,1,1,1,1,9,5
1160,735,1,4,103096,12095,36740,5,43,1,1,3,4,1,2,2,2,2,1,,,,,,,,,4,4,2,,4,3,1,1,3,4,1,1,4,,,,,,1,3,1,3,1,1,,,3,3,,,3,2,1,,1,3,2,2,1,1,2,1,1,2,2,,,,2,,,1,1,1,,3,,1,9,2,1,,2,1,1,2,2,2,1,2,2,2,2,2,2,,,,1,1,2,1,1,61,5,2,2,1,1,2,6,1,1,1,,2,1,1,1,3,2,4,,,,,,,,,32812,2,1,60708,7,2,0.719,3,4,2,4,1,4,2,6,1
1161,736,4,2,109425,4013,38060,8,127,1,2,4,3,2,1,1,1,2,,1,1,1,3,2,2,3,3,4,3,1,,,,,,2,4,1,1,1,2,,4,,2,,,2,3,,,1,1,3,1,2,1,2,2,,1,2,,,,,,,,,,,1,1,,2,,2,,,1,,7,,1,1,1,2,1,,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,3,2,44,5,2,2,1,1,1,6,1,1,1,,2,1,1,2,1,7,4,,,,,,,,,85225,1,1,60708,7,2,0.815,2,4,,3,1,4,1,6,1
1162,739,1,3,110357,42011,39740,2,140,1,2,1,3,2,1,2,2,2,,2,2,1,3,3,2,2,3,3,3,1,,,,,,2,3,2,1,9,1,1,1,1,9,,,2,3,,,2,2,2,1,1,1,2,9,,2,1,,,,,,,,,,,1,1,,2,,2,,,1,,1,,1,1,2,2,1,,2,1,1,1,1,1,1,2,1,1,1,1,2,2,,1,1,1,1,1,76,1,2,2,4,1,2,3,1,1,1,,3,1,1,1,3,7,4,,,,,,,,,19522,1,1,60708,7,3,0.771,2,4,,5,2,1,1,3,1
1163,740,1,3,105947,21111,31140,6,81,0,1,3,4,2,2,2,2,3,,1,2,2,5,8,4,2,3,4,3,2,,,,,,3,3,2,9,,1,1,1,1,1,,,1,2,,,2,2,1,3,2,1,3,2,,2,1,,,,,,,,,,,,,,2,,9,,,1,,10, <10:Something else (SPECIFY)>:7th day adventist,1,2,2,2,1,,2,1,1,1,1,1,2,2,2,2,2,1,3,,,1,1,1,1,9,75,2,2,2,1,2,2,1,1,1,2,,9,2,,2,3,7,4,,,,,,,,,40228,1,1,60708,7,3,1.869,3,4,,5,2,1,2,2,2
1164,742,1,4,103391,37147,24780,5,47,0,2,3,2,1,2,1,2,2,2,,,,,,,,,3,3,2,,3,9,2,2,1,3,1,2,6,,,,,,1,4,2,3,2,2,,,1,1,,,1,2,1,,1,3,2,1,1,2,1,2,2,1,1,1,1,,2,,,1,1,1,,1,,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,2,1,1,63,6,2,2,4,4,2,6,1,1,1,,2,1,1,1,3,1,4,,,,,,,,,27858,1,1,60708,7,2,0.643,3,4,2,4,1,6,2,6,4
1165,744,2,3,110390,28113,0,6,140,1,3,3,2,2,1,2,2,2,,9,3,2,2,8,2,3,3,4,4,2,,,,,,1,2,2,1,4,1,1,1,1,1,,,2,3,,,2,2,2,3,2,2,2,2,,1,1,,,,,,,,,,,1,1,,2,,2,,,1,,1,,2,2,2,1,1,,3,1,2,2,2,2,2,2,2,2,2,1,1,2,,1,1,2,3,1,56,5,2,2,1,2,2,10,1,1,3,9,2,1,9,2,1,7,4,,,,,,,,,39646,1,1,60708,7,4,0.492,3,4,,4,3,4,1,,2
1166,746,2,4,100350,29189,41180,4,5,3,2,2,5,2,2,2,2,1,,2,1,3,3,2,2,3,2,4,4,2,,,,,,2,1,1,2,5,1,1,2,1,1,,,2,3,,,1,1,2,1,2,1,1,2,,1,1,,,,,,,,,,,,,,1,2,1,,,1,,10, <10:Something else (SPECIFY)>:disciples of christ,2,2,2,2,1,,2,1,2,2,2,1,2,2,2,1,2,2,1,2,,1,2,2,3,2,68,3,2,2,1,4,2,4,1,1,1,,2,1,1,1,3,7,4,,,,,,,,,63021,2,1,60708,7,3,1.076,3,4,,5,2,3,2,4,4
1167,749,2,3,101717,27111,0,4,24,3,3,2,1,2,2,2,2,2,,2,2,2,2,2,2,1,2,3,3,2,,,,,,2,3,2,2,3,2,,1,1,2,,,2,3,,,2,1,1,3,2,1,2,1,,1,1,,,,,,,,,,,,,,2,,1,,,1,,11,,1,1,2,1,2,,2,1,1,2,1,1,2,2,2,2,2,1,2,1,4,1,2,1,1,1,78,3,2,2,1,4,2,2,2,,2,,3,2,,1,3,7,4,,,,,,,,,56571,2,1,60710,2,3,0.523,3,4,,5,2,3,2,2,4
