SAMPLE,FRISERVE,SATSERVE,SUNAMSER,SUNPMSER,SERVICES,FRIATT,SATATT,SUNAMATT,SUNPMATT,ATTENSUM,ATTDIFF,SIMSTYLE,WORSHCH,OTHLANG,LANGLIST,WORSH10,WORSH09,WORSH08,WORSH07,WORSH06,WORSH05,YRORG,CHOIR,ORGAN,DRUMS,ELECTRIC,SCREEN,KNEEL,COMMUN,KIDREAD,REVERENT,GODTHERE,JOYFUL,INNOVATE,INSPIRE,THOUGHT,SSCHOOL,PRAYER,BIBSTUDY,FELLOWSH,MUSIC,ADFORM,RETREAT,SUPPORTG,COMMSERV,PARENT,YADULT,YOUTHACT,SPORTS,RECRUIT,EVENTS,NOVISIT,NOCONTAC,BYMAIL,BYPHONE,BYEMAIL,BYVISIT,BYMATER,SOUP_N,SOUP_Y1,SOUP_Y2,CASH_N,CASH_Y1,CASH_Y2,DCARE_N,DCARE_Y1,DCARE_Y2,TUTOR_N,TUTOR_Y1,TUTOR_Y2,HEALTH_N,HEALTHY1,HEALTHY2,COMORG_N,COMORGY1,COMORGY2,JOBED_N,JOBED_Y1,JOBED_Y2,FINED_N,FINED_Y1,FINED_Y2,OLDPRO_N,OLDPROY1,OLDPROY2,VOTEED_N,VOTEEDY1,VOTEEDY2,IMMIPRON,IMMIPRY1,IMMIPRY2,GOODPRAY,STUDYBIB,GOODFAST,GOODHOLY,GOODVEG,NOSHACK,DEVOTION,PARENTS,EMAIL,WEBSITE,BLOGS,FACEBOOK,PODCASTS,OTHTECH,TECH1,FAMILY,VITAL,NODIFF,PURPOSE,BEACON,CHANGE,WANTGROW,BELIEFS,OKDENOM,DIVERSE,JUSTICE,THEOLIB,NATAMS,ASIANS,PACIFICI,BLACKS,HISPANIC,WHITE,MULTI,RACETOT,RACEDIFF,PCTBLACK,PCTWHITE,PCTHISP,PCTASIAN,PCTPACIS,PCTNATAM,PCTMULTI,RACE,SENIORS,MIDDLEAG,MEDADULT,YADULTS,KIDYTH,CUMAGE,MEMBERS,EVERYONE,FEMALES,COLLEGE,NEWMEMB,LIFELONG,NEARBY,LEADTYPE,ORDAINED,CALL,LEADAGE,EMPLOY,LEADSEX,CLEGEDU,LEADRACE,LEADRAC2,YEARCALL,LEADWORS,LEADVIS,DOEVAN,DOTRAIN,DOCARE,DOTEACH,DOSMALL,DOADMIN,DOREPRES,WORKYADS,DEALARGU,SPEGROUP,YEARSMET,MONTHMET,FULLORD,PARTORD,FULLADM,PARTADM,FULLPROG,PARTPROG,FULLSEC,PARTSEC,FULLCUST,PARTCUST,FULLOTH,PARTOTH,MIXVOLS,JOINT_N,JOINT_Y1,JOINT_Y2,CELEB_N,CELEB_Y1,CELEB_Y2,EDFEL_N,EDFEL_Y1,EDFEL_Y2,COMM_N,COMM_Y1,COMM_Y2,CONCASHN,CONCASH1,CONCASH2,CONCASH3,CONCASH4,CONWORSN,CONWORS1,CONWORS2,CONWORS3,CONWORS4,CONPROGN,CONPROG1,CONPROG2,CONPROG3,CONPROG4,CONSYNNO,CONSYN1,CONSYN2,CONSYN3,CONSYN4,CONLEADN,CONLEAD1,CONLEAD2,CONLEAD3,CONLEAD4,CONLACTN,CONLACT1,CONLACT2,CONLACT3,CONLACT4,CONMACTN,CONMACT1,CONMACT2,CONMACT3,CONMACT4,CONFACNO,CONFAC1,CONFAC2,CONFAC3,CONFAC4,BUDGET,PCTSTAFF,PCTBLDGR,PCTPROG,PCTMISS,PCTOTHER,FINTOTAL,FINANCES,FINAN05,ECONOMY,LAYOFFS,PAYCUTS,DELAYS,INVEST,MISSION,CAPITAL,COUNSEL,CASHNEED,HOUSNEED,NOWORK,PLACE,SEATING,WORSHSIZ,PARKSIZ,I_ATTEND,I_SIZPLACE,I_THEOLOGY
23,0,0,1,0,1,0,0,82,0,82,0,4,2,2,Spanish,82,90,112,114,122,92,2001,,,5,5,5,2,4,3,4,4,4,3,4,4,1,2,2,3,2,2,1,1,2,1,2,4,3,3,3,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,3,4,2,4,1,2,3,2,1,1,0,1,0,,,3,4,1,3,5,4,5,5,3,4,4,4,0,0,0,0,5,115,10,130,0,0,88.46153846,3.846153846,0,0,0,7.692307692,6,20,25,10,10,35,100,130,,45,10,10,30,60,2,2,1,56,1,1,3,Italian,6,2001,1,2,2,2,4,2,2,3,2,2,2,1,6,1,0,0,0,0,0,0,0,0,0,0,,,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,18800,32,11,12,5,40,100,3,5,,1,1,1,4,2,1,1,3,1,2,1,220,4,5,2,1,4
23,0,0,1,1,2,,,,,,,,1,1,,75,,,,,,1952,,,,,,,,,5,5,5,5,5,5,3,3,3,3,3,3,,,,,,,,5,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,5,5,5,5,5,5,,,,,,,,5,5,,5,5,5,5,5,5,,,5,,,,,,,,,,,,,,,,,,70,10,10,10,0,100,75,,,,,,,1,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,2,,,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,125000,0,0,0,0,100,100,5,,5,1,1,1,1,1,1,2,2,2,2,5,,3,3,2,5,5
23,0,1,1,0,2,0,60,90,0,150,10,1,1,2,Spanish,160,140,110,100,80,60,2005,5,5,5,5,3,4,4,4,5,5,5,3,4,,3,3,2,2,1,1,2,1,1,1,2,2,1,3,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,,1,3,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,4,,0,0,0,0,90,0,0,90,0,0,0,100,0,0,0,0,5,10,15,30,25,20,100,90,,,,,,,3,,2,54,,1,1,Hispanic,5,2005,3,,3,3,3,,3,4,3,4,4,,,,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,51000,10,70,5,10,5,100,4,4,2,,,,,,,3,2,2,3,4,,2,,3,4,
23,0,0,1,1,2,0,0,50,40,90,0,2,1,1,,90,,,,,,1948,2,1,5,5,5,5,4,3,5,5,5,4,5,4,4,3,3,2,3,3,2,1,3,2,2,3,1,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,5,5,4,5,5,5,0,0,0,0,0,1,Text Messaging,5,5,1,4,5,5,5,5,4,5,3,5,2,0,0,0,0,50,0,52,2,0,96.15384615,0,0,0,3.846153846,0,6,1,10,40,40,9,100,50,,50,1,30,15,5,1,1,1,43,3,1,3,White,6,2005,4,4,3,3,3,3,3,4,4,3,3,2,,,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,58000,5,30,35,20,10,100,2,4,1,1,1,1,1,2,3,1,2,1,3,2,130,3,1,2,2,5
23,0,0,1,0,1,0,0,80,0,80,0,1,1,2,Spanish,80,,,,,,1987,2,1,5,5,5,4,3,2,4,4,4,4,4,4,,3,3,2,3,3,2,1,3,1,1,3,1,4,3,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,5,5,5,5,1,5,1,1,1,1,0,1,0,1,Texting,5,5,2,4,5,4,4,4,4,4,3,5,2,0,0,5,5,98,0,110,0,4.545454545,89.09090909,4.545454545,0,0,1.818181818,0,6,10,30,15,15,30,100,110,,60,40,10,30,16,2,2,1,55,1,1,3,White,6,2002,4,3,3,2,3,3,3,4,4,3,3,1,,,1,0,0,0,0,0,0,1,0,0,,,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,105000,60,10,10,11,9,100,2,5,1,1,3,1,3,4,4,1,3,1,4,1,250,5,3,2,1,5
23,0,0,1,1,2,0,0,70,35,105,4,3,3,1,,109,129,126,156,151,164,1982,3,5,5,3,5,3,4,3,4,5,5,3,4,4,2,3,3,2,4,3,1,1,2,2,3,3,2,2,3,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3,4,3,3,2,4,3,4,1,1,0,0,0,,,4,3,3,3,3,4,4,4,4,3,3,4,0,0,0,0,5,50,0,55,-5,0,90.90909091,9.090909091,0,0,0,0,6,40,15,25,15,5,100,60,,70,8,15,50,65,1,2,1,72,1,1,2,,,1982,3,2,2,2,3,3,1,3,2,3,2,2,,,2,0,0,0,0,1,0,0,0,0,,,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,170000,65,15,3,15,2,100,3,5,1,2,2,1,1,4,1,2,4,3,4,6,400,5,5,3,6,4
23,0,0,1,0,1,0,0,84,0,84,0,1,1,1,,84,87,106,103,98,81,1974,1,1,5,,4,1,,1,5,5,4,4,5,5,1,3,3,4,1,2,3,1,,1,1,3,1,4,3,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,3,3,5,3,1,3,3,1,1,0,0,0,,,5,5,3,5,5,4,5,5,3,3,3,,0,0,0,8,3,73,0,84,0,9.523809524,86.9047619,3.571428571,0,0,0,0,6,15,30,35,10,10,100,84,15,65,10,15,5,85,1,2,1,44,1,1,2,,,,1,4,4,4,4,4,4,4,3,2,2,1,2,0,0,1,0,0,0,2,0,0,2,0,,,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,182000,40,45,2,10,3,100,4,3,3,1,1,1,1,2,1,1,1,1,2,2,600,5,3,2,2,
23,0,0,1,0,1,,,,,,,1,1,1,,97,,,,,,1969,2,1,5,5,5,3,4,3,3,4,4,2,4,4,2,3,2,2,2,2,2,1,2,2,2,3,2,4,2,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,4,4,4,1,5,4,4,1,1,0,1,0,,,4,4,4,4,4,3,4,5,3,4,2,5,0,0,1,1,15,73,0,90,0,1.111111111,81.11111111,16.66666667,0,1.111111111,0,0,6,10,25,30,15,20,100,90,125,50,60,5,50,2,1,2,1,47,1,1,3,White,6,2010,2,4,2,2,2,4,2,3,2,3,2,2,,,2,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,214658,56,13,13,15,4,101,2,3,1,2,4,3,4,4,4,,4,3,3,5,275,3,3,2,5,5
23,0,0,1,0,1,0,0,100,10,110,0,1,4,1,,110,80,,,,,1962,,,,,5,,3,,,5,3,,5,4,1,2,3,2,,,2,,2,1,1,3,1,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3,4,3,2,1,1,3,3,1,1,0,1,0,,,4,4,2,4,3,4,4,4,3,4,4,4,0,0,0,0,6,90,0,96,-14,0,93.75,6.25,0,0,0,0,6,30,10,20,5,35,100,110,100,40,,5,40,75,2,2,1,46,1,1,1,Hispanic,5,2009,4,4,3,3,3,3,4,3,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100000,60,20,5,15,0,100,5,2,5,1,1,1,1,1,1,1,1,1,1,2,200,4,4,3,2,4
23,0,0,1,0,1,0,0,75,0,75,0,1,2,1,,75,75,70,70,50,45,1992,,,5,5,5,2,3,2,3,3,4,4,4,4,1,2,3,3,3,2,2,2,3,2,3,3,2,3,3,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,4,4,4,3,1,4,4,4,1,1,0,1,0,,,3,4,3,4,4,4,4,4,4,4,3,4,0,0,3,2,5,65,0,75,0,2.666666667,86.66666667,6.666666667,0,4,0,0,6,10,20,40,20,10,100,75,150,45,50,25,5,50,1,2,1,49,1,1,2,,,1992,1,3,2,3,3,,1,2,2,3,2,1,10,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,135000,25,50,10,10,5,100,3,3,2,1,4,4,4,2,4,3,3,3,3,3,175,5,4,2,3,4
23,0,0,1,1,2,0,0,85,35,120,0,2,1,1,,120,115,131,163,161,,1950,1,1,5,5,4,,4,3,4,5,5,5,5,5,3,4,3,3,4,1,2,1,3,1,2,2,1,4,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,4,4,1,5,3,3,1,0,0,1,0,,,5,5,2,5,5,4,4,5,5,5,4,4,0,0,0,5,0,75,0,80,0,6.25,93.75,0,0,0,0,0,6,35,40,15,5,5,100,80,,55,10,25,20,90,2,2,1,60,1,1,2,White,6,2004,1,4,4,4,4,4,2,4,4,3,2,1,1,0,1,0,0,0,0,0,1,0,0,1,1,,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,3,3,2,1,1,1,1,2,1,,3,1,,2,230,3,3,3,2,4
23,1,0,2,0,3,15,0,75,0,90,-20,3,5,2,Spanish,70,50,,,,,2006,1,1,4,4,4,4,4,3,4,3,3,2,3,2,2,2,3,3,2,1,2,1,1,1,2,2,2,3,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,5,4,4,3,2,5,3,3,1,1,0,1,0,,,3,5,2,5,5,5,5,5,5,5,3,2,0,0,0,0,45,0,0,45,0,0,0,100,0,0,0,0,5,0,0,5,90,5,100,45,60,30,1,10,,95,1,,1,46,4,1,2,Hispanic,5,2009,3,4,2,2,2,,1,2,3,3,3,2,,,0,0,0,0,0,0,0,0,0,0,,,2,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30000,33,32,7,20,8,100,2,,1,1,1,1,1,1,1,1,3,1,2,3,150,1,3,2,3,2
23,0,0,1,1,2,0,0,70,25,95,-3,3,2,1,,92,114,123,110,167,167,1987,3,1,5,1,5,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,1,1,3,2,3,3,1,3,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,5,5,3,5,5,5,1,1,0,0,0,,,3,5,2,5,5,4,5,5,5,5,3,3,0,0,0,90,0,1,4,95,15,94.73684211,1.052631579,0,0,0,0,4.210526316,4,5,9,50,18,18,100,80,,50,25,5,50,1,1,2,1,74,1,1,3,African American,4,1987,4,4,4,3,4,4,4,4,4,2,4,,,,1,0,0,0,0,1,0,1,0,0,,,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,3,4,1,,2,,,3,,,,,2,4,120,3,3,2,4,3
23,0,0,1,1,2,0,0,80,50,130,0,,1,1,,130,110,100,100,90,80,1990,4,5,1,4,4,,4,3,5,5,5,5,5,5,4,4,1,1,1,1,1,2,2,2,2,2,1,2,3,0,0,1,1,0,0,0,0,1,0,,,,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,5,5,,5,4,4,1,0,0,0,0,,,5,5,3,5,5,4,5,5,5,5,5,5,0,0,0,0,0,80,0,80,0,0,100,0,0,0,0,0,6,50,20,10,10,10,100,80,80,40,10,20,5,70,2,2,1,61,3,1,2,White,6,1992,4,4,3,3,4,4,2,2,3,3,3,1,,,0,1,0,0,0,0,0,0,0,0,,,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,110000,20,60,0,20,0,100,2,2,1,1,4,4,4,3,4,3,2,3,3,6,200,3,2,3,6,5
23,0,0,1,0,1,0,0,93,0,93,0,1,2,1,,93,,,,,,1990,1,1,5,5,5,4,5,3,4,5,5,4,5,5,3,3,2,3,2,3,2,1,3,2,4,4,1,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4,3,4,3,2,5,5,4,1,1,0,1,0,,,5,4,1,5,5,5,5,5,5,5,5,5,0,0,0,5,0,104,2,111,,4.504504505,93.69369369,0,0,0,0,1.801801802,6,12,51,10,11,17,101,,,,,,,,3,2,1,53,1,1,4,White,6,1990,1,4,3,4,4,4,3,4,4,4,2,1,3,0,1,1,0,0,0,0,2,0,0,0,,,2,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,203913,,,,,,,2,,2,1,1,1,4,1,,4,3,3,4,3,150,1,3,2,3,5
23,1,0,0,1,2,40,0,0,68,108,-19,1,4,2,Spanish,89,129,120,25,,,2004,,,5,5,5,5,4,4,3,5,4,4,3,4,3,3,3,4,2,3,3,1,2,3,3,4,4,3,3,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,4,4,4,4,2,5,4,5,1,0,0,1,0,,,4,4,2,4,5,4,5,5,4,4,5,4,0,0,0,0,120,0,0,120,0,0,0,100,0,0,0,0,5,2,2,10,37,49,100,120,28,68,2,18,2,10,2,2,1,46,1,1,2,Latino,5,2008,2,3,2,3,4,4,4,2,2,3,4,1,1,6,1,0,0,0,0,0,0,0,0,0,,,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,108000,54,3,29,8,6,100,3,4,1,1,1,1,1,2,3,2,3,3,3,2,700,4,4,2,2,4
23,0,0,1,0,1,0,0,110,0,110,0,1,1,1,,110,75,60,,,,1995,1,1,,,5,3,3,3,2,4,5,5,5,5,2,2,3,4,2,2,2,1,4,3,4,4,3,4,4,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,5,5,3,3,1,5,5,5,1,1,0,1,0,,,5,4,1,5,4,5,5,5,3,4,3,4,0,0,0,0,0,150,0,150,0,0,100,0,0,0,0,0,6,10,10,50,30,0,100,150,300,60,15,60,2,85,1,2,1,42,1,1,3,White,6,1999,4,4,3,2,3,4,4,4,2,3,1,1,5,0,3,0,0,0,0,1,1,0,0,0,25,,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100000,40,40,10,10,0,100,4,2,2,3,3,4,4,4,4,3,4,4,3,2,120,3,2,3,2,4
23,1,0,1,0,2,2,0,60,0,62,58,3,3,2,Korean,120,80,40,120,80,40,1980,5,5,5,3,5,5,4,4,5,5,5,5,5,5,4,3,3,3,3,3,3,2,3,2,3,3,2,4,3,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,5,5,4,5,1,2,4,4,0,1,0,1,0,,,4,5,3,5,5,4,4,5,5,5,4,4,0,30,0,0,0,0,0,30,0,0,0,0,100,0,0,0,2,18,36,9,18,18,99,30,80,90,80,30,10,40,2,2,1,50,1,1,4,Korean,2,2008,4,4,4,4,4,4,4,4,4,3,4,1,2,4,0,0,0,0,0,0,0,0,0,0,,,3,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,2,3,,,,,,,,,,,,,,1,1,3,,4
23,0,0,1,0,1,0,0,60,0,60,10,1,4,1,,70,60,55,50,50,40,2002,5,,3,3,5,4,4,4,4,4,4,4,4,4,3,3,4,2,3,3,3,3,3,3,3,4,3,4,3,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,5,5,5,5,2,5,5,4,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,100,7,4,16,40,20,20,100,70,60,75,2,10,20,90,1,2,1,65,1,1,1,,,2002,4,4,4,4,4,4,4,4,3,3,4,1,10,0,1,0,0,0,0,0,0,0,0,0,,,3,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,1,4,1,1,4,4,4,4,4,3,3,3,4,4,120,3,3,2,4,3
23,0,1,0,0,1,0,55,0,0,55,-5,1,4,2,American Sign Language,50,65,50,45,,,1990,1,1,5,5,5,3,3,3,1,4,5,3,3,4,1,3,2,4,1,3,2,1,2,1,4,4,1,2,4,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,5,5,3,1,1,5,2,4,1,1,0,1,0,,,5,4,1,4,3,3,5,5,4,5,4,3,1,1,0,4,0,86,0,92,2,4.347826087,93.47826087,0,1.086956522,0,1.086956522,0,6,5,5,20,60,10,100,90,110,60,10,75,25,85,2,2,1,32,3,2,3,White,6,2009,4,3,2,2,3,4,1,2,1,4,3,2,,,0,1,0,0,0,1,0,1,0,0,,,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,42000,20,65,5,10,0,100,3,3,5,1,1,1,1,1,1,1,1,1,1,4,100,3,1,1,4,3
23,0,0,1,1,2,0,0,65,35,100,0,1,1,1,,100,75,77,79,,,1983,4,1,1,5,1,3,4,3,4,5,5,4,5,5,3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,4,4,4,3,4,4,4,,,,,,,,4,4,2,4,4,4,4,4,4,4,4,,0,0,0,0,0,75,0,75,0,0,100,0,0,0,0,0,6,,,,,,,75,,,,,,,2,2,1,72,1,1,,White,6,2001,3,3,3,3,3,3,2,2,3,3,2,,,,0,0,0,0,0,0,0,1,0,0,,,2,,,,,,,,,,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,95000,,,,,,,4,4,3,1,1,1,1,1,1,,,,,1,,2,5,2,1,
23,0,0,1,0,1,0,0,70,0,70,0,1,2,1,,70,,,,,,2002,5,5,1,5,5,1,4,3,4,4,4,2,4,4,3,3,2,2,4,4,1,2,2,1,1,1,1,1,2,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,4,4,3,2,1,4,3,1,1,1,1,1,1,,5,4,2,4,3,4,4,4,4,4,4,3,0,4,0,0,0,60,0,64,-6,0,93.75,0,6.25,0,0,0,6,30,40,20,5,5,100,70,,,,,,,1,2,1,45,3,1,4,White,6,2002,2,2,1,1,1,4,2,3,3,1,2,1,3,0,0,3,0,1,0,0,0,0,0,0,,,3,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,110000,,,,,,,3,5,2,3,4,2,2,3,1,1,3,3,3,6,500,5,5,2,6,3
23,0,0,1,1,2,0,0,60,35,95,0,4,3,2,Spanish,95,,,,,,,,,5,5,3,5,4,3,5,5,5,,,,3,3,3,2,2,,3,2,2,2,3,3,,3,3,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,5,5,5,,1,5,4,4,,,,,,,,4,5,2,5,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,1,,,,,2009,,,,,,,,,,,,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,150,3,3,2,3,
